id,original_title,original_language,overview,genres,cast,keywords,director,status,vote_average,vote_count,popularity,genres_bin,cast_bin
10923,Agent Cody Banks,en,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",['Action'],Fr,"['spy', 'cia', 'killer robot', 'delinquent', 'teen spy']",Harald Zwart,Released,5.0,284,11.859396,[1],"[1, 1]"
11283,Nanny McPhee,en,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.","['Comedy', 'Family', 'Fantasy']",Em,"['loss of mother', 'nanny', 'education', 'wizardry', 'children', 'single father']",Kirk Jones,Released,6.4,711,24.356483,"[1, 1, 1]","[1, 1]"
111,Scarface,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","['Action', 'Crime', 'Drama', 'Thriller']",Al,"['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film', 'bitterness']",Brian De Palma,Released,8.0,2948,70.105981,"[1, 1, 1, 1]","[1, 1]"
11676,Nothing to Lose,en,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.","['Action', 'Adventure', 'Comedy']",Ti,"['rap music', 'infidelity', 'security camera', 'loss', 'crook', 'sociopath', 'revenge', 'artifact', 'f word', 'racism', 'criminal', 'on the road', 'desert', 'security guard', 'shoplifting', 'screwball', 'reckless driving', 'road movie', 'buddy comedy', 'unlikely friendship', 'carjacker', 'advertising executive', 'suv', 'aftercreditsstinger']",Steve Oedekerk,Released,6.3,174,8.618208,"[1, 1, 1]","[1, 1]"
746,The Last Emperor,en,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","['Drama', 'History']",Jo,"['buddhism', 'japan', 'suicide', 'china', 'suicide attempt', 'war crimes', 'becoming an adult', 'isolation', 'war on drugs', 'revolution', 'emperor', 'arranged marriage', 'manchuria', 'dynasty', 'reeducation camp', 'cultural revolution', 'human experimentation', 'war', ""coup d'etat"", 'teacher', 'beijing', 'decadence', 'communism']",Bernardo Bertolucci,Released,7.4,355,21.189028,"[1, 1]","[1, 1]"
77866,Contraband,en,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.","['Action', 'Crime', 'Drama', 'Thriller']",Ma,"['head wound', 'criminal', 'security guard', 'contraband']",Baltasar Kormákur,Released,6.1,770,31.364901,"[1, 1, 1, 1]","[1, 1]"
9416,Money Talks,en,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.","['Action', 'Adventure', 'Comedy']",Ch,"['prison', 'diamant', 'liberation of prisoners', 'transport of prisoners', 'interview', 'arrest']",Brett Ratner,Released,5.9,87,7.615653,"[1, 1, 1]","[1, 1]"
7345,There Will Be Blood,en,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",['Drama'],Da,"['brother brother relationship', 'deaf-mute', 'american dream', 'fanatic', 'pipeline', 'petrol', 'father', 'step father', 'oil', 'money', 'killer', 'alcoholic']",Paul Thomas Anderson,Released,7.9,1537,37.817905,[1],"[1, 1]"
14317,The Wild Thornberrys Movie,en,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....","['Adventure', 'Animation', 'Family']",La,"['sister sister relationship', 'safari', 'wildlife', 'baboon', 'chimpanzee', 'woman director']",Cathy Malkasian,Released,5.8,44,5.784661,"[1, 1, 1]","[1, 1]"
20694,Rugrats Go Wild,en,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!","['Animation', 'Family']",E.,['kids and family'],Norton Virgien,Released,5.6,61,8.255708,"[1, 1]","[1, 1]"
12277,Undercover Brother,en,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.","['Action', 'Comedy']",Ed,"['usa president', 'double life', 'policy and organisations', 'undercover', 'intelligence', 'partner', 'duringcreditsstinger']",Malcolm D. Lee,Released,5.5,112,6.086083,"[1, 1]","[1, 1]"
9779,The Sisterhood of the Traveling Pants,en,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.","['Comedy', 'Drama']",Am,"['holiday', 'female friendship', 'jeans', 'coming of age', 'teenage girl', 'summer', 'based on young adult novel']",Ken Kwapis,Released,6.3,386,17.17372,"[1, 1]","[1, 1]"
2140,Kiss of the Dragon,en,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.","['Action', 'Crime', 'Thriller']",Je,"['paris', 'prostitute', 'drug']",Chris Nahon,Released,6.4,298,16.936576,"[1, 1, 1]","[1, 1]"
12620,The House Bunny,en,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.","['Comedy', 'Romance']",An,"['virgin', 'nudity', 'college', 'costume', 'yoga', 'bikini', 'party', 'playboy', 'jail', 'sorority', 'pregnancy', 'model', 'car wash', 'fraternity', 'pledge']",Fred Wolf,Released,5.6,529,25.838073,"[1, 1]","[1, 1]"
14177,Beauty Shop,en,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.","['Comedy', 'Romance']",Qu,[],Bille Woodruff,Released,5.4,115,5.625632,"[1, 1]","[1, 1]"
198185,Million Dollar Arm,en,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.",['Drama'],Jo,"['baseball', 'sport', 'duringcreditsstinger']",Craig Gillespie,Released,6.6,259,17.312433,[1],"[1, 1]"
227156,The Giver,en,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.","['Drama', 'ScienceFiction']",Je,"['dystopia', 'black and white', 'based on young adult novel']",Phillip Noyce,Released,6.4,1798,53.811461,"[1, 1]","[1, 1]"
10735,What a Girl Wants,en,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",['Comedy'],Am,"['london england', 'england', 'daughter', 'politician', 'teenage girl', 'father daughter relationship', 'american abroad', 'teen comedy', 'woman director']",Dennie Gordon,Released,5.8,368,7.057765,[1],"[1, 1]"
11351,Jeepers Creepers 2,en,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.","['Horror', 'Thriller']",Ra,"['father son relationship', 'scarecrow', 'peasant', 'farm', 'immortality', 'mythical creature', 'father']",Victor Salva,Released,5.5,299,19.045146,"[1, 1]","[1, 1]"
10030,Good Luck Chuck,en,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.","['Comedy', 'Drama', 'Romance']",Da,"['sex', 'aquarium', 'nudity', 'one-night stand', 'bride', 'man-woman relation', 'love', 'curse', 'wedding', 'dentist', 'based on short story', 'duringcreditsstinger']",Mark Helfrich,Released,5.5,444,21.729434,"[1, 1, 1]","[1, 1]"
10623,Cradle 2 the Grave,en,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.","['Action', 'Crime', 'Drama']",Je,"['robbery', 'diamant', 'intelligence', 'bank robber', 'thief', 'bank robbery', 'financial transactions', 'hoodlum']",Andrzej Bartkowiak,Released,5.8,236,12.837116,"[1, 1, 1]","[1, 1]"
590,The Hours,en,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",['Drama'],Ni,"['london england', 'suicide', 'gay', 'poetry', 'aids', 'drowning', 'depression', 'home', 'way of life', 'self-destruction', 'province', 'literature', 'empowerment', 'country life', ""family's daily life"", 'sense of life', 'homelessness', ""leaving one's family"", 'delusion']",Stephen Daldry,Released,7.0,451,20.953265,[1],"[1, 1]"
9655,She's the Man,en,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","['Comedy', 'Drama', 'Family', 'Romance']",Am,"['roommate', 'twin sister', 'sport', 'boarding school', 'twin brother', 'mistaken identity', 'soccer', 'teenager', 'teen comedy', 'tomboy', 'fake identity', 'disguised voice', 'the big game']",Andy Fickman,Released,6.4,671,10.81439,"[1, 1, 1, 1]","[1, 1]"
1268,Mr. Bean's Holiday,en,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","['Comedy', 'Family']",Ro,"['holiday', 'france', 'film director', 'chaos', 'clumsy fellow', 'to drop brick', 'aftercreditsstinger']",Steve Bendelack,Released,6.1,663,27.683874,"[1, 1]","[1, 1]"
11237,Anacondas: The Hunt for the Blood Orchid,en,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.","['Action', 'Adventure', 'Horror', 'ScienceFiction', 'Thriller']",Jo,"['snake', 'expedition', 'traitor', 'research', 'orchid', 'jungle', 'animal horror']",Dwight H. Little,Released,4.9,199,9.855474,"[1, 1, 1, 1, 1]","[1, 1]"
190955,Blood Ties,en,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.","['Crime', 'Drama', 'Thriller']",Cl,[],Guillaume Canet,Released,6.0,171,12.756344,"[1, 1, 1]","[1, 1]"
5123,August Rush,en,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",['Drama'],Fr,"['date', 'loss of son', 'love at first sight', 'child labour', 'guitar', 'loss of child', 'lover (female)', ""love of one's life"", 'harmonica', 'lie', 'choir', 'church choir', 'rock star', 'cello', 'forbidden love', 'music lover', 'organ', 'kiss', 'affection', 'music', 'concert', 'tenderness', 'motherly love', ""children's home"", 'death of a child', 'orphanage', 'secret love', 'crush', 'children', 'falling in love', 'relationship', 'woman director', 'piano']",Kirsten Sheridan,Released,7.1,797,29.533437,[1],"[1, 1]"
4518,Elizabeth,en,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.","['Drama', 'History']",Ca,"['duke', 'historical figure', 'treason', 'catholic', 'protestant']",Shekhar Kapur,Released,7.1,334,14.179538,"[1, 1]","[1, 1]"
11932,Bride of Chucky,en,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.","['Comedy', 'Horror']",Ed,"['route 66', 'puppet', 'evil doll', 'killer doll', 'killer toys', 'toy comes to life', 'chucky']",Ronny Yu,Released,5.5,350,14.340095,"[1, 1]","[1, 1]"
11165,Tora! Tora! Tora!,en,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.","['Action', 'Adventure', 'Drama', 'History', 'War']",Ma,"['japan', 'world war ii', 'pearl harbor', 'soldier', 'imperial japan']",Richard Fleischer,Released,6.9,147,9.795985,"[1, 1, 1, 1, 1]","[1, 1]"
6116,Spice World,en,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Music']",Vi,"['pop', 'pop culture', 'pop star']",Bob Spiers,Released,4.7,123,6.889437,"[1, 1, 1, 1, 1]","[1, 1]"
57431,The Sitter,en,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",['Comedy'],Sa,"['babysitter', 'duringcreditsstinger']",David Gordon Green,Released,5.4,325,19.428994,[1],"[1, 1]"
21724,Dance Flick,en,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.","['Action', 'Comedy', 'Music']",Sh,"['rap music', 'hip-hop']",Damien Dante Wayans,Released,4.7,71,7.326034,"[1, 1, 1]","[1, 1]"
278,The Shawshank Redemption,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","['Crime', 'Drama']",Ti,"['prison', 'corruption', 'police brutality', 'prison cell', 'delinquent', 'parole board', 'escape from prison', 'wrongful imprisonment', 'framed for murder', '1940s']",Frank Darabont,Released,8.5,8205,136.747729,"[1, 1]","[1, 1]"
9290,Crocodile Dundee in Los Angeles,en,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent","['Adventure', 'Comedy']",Pa,"['crocodile', 'traffic jam', 'los angeles', 'stolen painting']",Simon Wincer,Released,4.7,146,6.081772,"[1, 1]","[1, 1]"
11543,Kingpin,en,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",['Comedy'],Wo,"['sport', 'handicap', 'sexual favor', 'star spangled banner', 'bowling team', 'hair loss', 'biblical interpretation', 'comb over', 'female stripper', 'inflatable doll', 'combover', 'unlikely lovers', 'kingpin', 'carriage', 'lancaster, pa']",Bobby Farrelly,Released,6.7,244,17.329269,[1],"[1, 1]"
284536,The Gambler,en,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.","['Crime', 'Drama', 'Thriller']",Ma,"['gambling', 'gun', 'professor', 'beating', 'gambler', 'loan shark']",Rupert Wyatt,Released,5.7,543,22.622453,"[1, 1, 1]","[1, 1]"
152737,August: Osage County,en,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.","['Comedy', 'Drama']",Me,"['suicide', 'drug addiction', 'funeral', 'dysfunctional family', 'based on play', 'midwest', 'southern', 'bleak comedy', 'mental disorders']",John Wells,Released,6.9,483,20.561682,"[1, 1]","[1, 1]"
13374,Ice Princess,en,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.","['Comedy', 'Drama', 'Family']",Mi,"['sport', 'figure skating', 'teenage girl', 'teen movie', 'teenager']",Tim Fywell,Released,5.9,185,13.288177,"[1, 1, 1]","[1, 1]"
8976,A Lot Like Love,en,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",['Comedy'],As,"['new york', 'shyness', 'career', 'flight', 'romantic comedy', 'travel', 'male female relationship', 'los angeles']",Nigel Cole,Released,6.5,318,19.212552,[1],"[1, 1]"
319888,Eddie the Eagle,en,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","['Comedy', 'Drama', 'History']",Ta,"['underdog', 'olympic games', 'ski jump', 'biography', 'sport', 'based on true story', 'britain', 'skiing', 'feel good']",Dexter Fletcher,Released,7.2,661,29.365851,"[1, 1, 1]","[1, 1]"
9469,He Got Game,en,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,['Drama'],De,"['prison', 'father son relationship', 'homicide', 'begnadigung', 'release from prison', 'forgiveness', 'college', 'basketball', 'independent film']",Spike Lee,Released,6.7,134,10.232599,[1],"[1, 1]"
1909,Don Juan DeMarco,en,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.","['Comedy', 'Drama', 'Romance']",Jo,"['sex addiction', 'love', 'mental institution', 'patient', 'psychiatrist', 'don juan']",Jeremy Leven,Released,6.2,183,8.870614,"[1, 1, 1]","[1, 1]"
22971,Dear John,en,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,"['Drama', 'Romance', 'War']",Am,"['based on novel', 'army', 'love', 'u.s. soldier']",Lasse Hallström,Released,6.6,1262,19.402816,"[1, 1, 1]","[1, 1]"
34813,The Losers,en,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",Je,"['hospital', 'black ops', 'reference to macgyver', 'sucked into jet engine']",Sylvain White,Released,6.2,515,24.903418,"[1, 1, 1, 1, 1]","[1, 1]"
46261,Don't Be Afraid of the Dark,en,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,"['Fantasy', 'Horror', 'Thriller']",Ka,"['monster', 'remake', 'creature', 'bathtub', 'teeth', 'old house', 'scary little people']",Troy Nixey,Released,5.4,341,14.562197,"[1, 1, 1]","[1, 1]"
10431,War,en,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?","['Action', 'Crime', 'Thriller']",Je,"['fbi', 'revenge', 'fbi agent']",Philip G. Atwell,Released,6.0,414,18.896239,"[1, 1, 1]","[1, 1]"
8051,Punch-Drunk Love,en,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,"['Comedy', 'Drama', 'Romance']",Ad,"['shyness', 'brother sister relationship', 'business man']",Paul Thomas Anderson,Released,6.9,530,15.960916,"[1, 1, 1]","[1, 1]"
9352,EuroTrip,en,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",['Comedy'],Sc,"['paris', 'berlin', 'alcohol', 'sex', 'nudity', 'adventure', 'pen pals', 'travel', 'nudism', 'marijuana', 'teenager', 'duringcreditsstinger']",Jeff Schaffer,Released,6.5,656,25.848003,[1],"[1, 1]"
10167,Half Past Dead,en,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,"['Action', 'Crime', 'Thriller']",St,"['resistance', 'undercover', 'alcatraz', 'stolen money']",Don Michael Paul,Released,4.6,82,6.337063,"[1, 1, 1]","[1, 1]"
18147,Unaccompanied Minors,en,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,"['Comedy', 'Family']",Le,['holiday'],Paul Feig,Released,5.4,66,10.006282,"[1, 1]","[1, 1]"
17170,"Bright Lights, Big City",en,"A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",['Drama'],Mi,"['magazine', 'writer', 'drug', 'fashion show']",James Bridges,Released,4.7,28,2.753501,[1],"[1, 1]"
18975,The Adventures of Pinocchio,en,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.","['Animation', 'Family', 'Fantasy']",Ma,"['italy', 'father son relationship', 'pinocchio', 'love', 'school', 'crime', 'having fun', 'poor people', 'boys']",Steve Barron,Released,5.0,54,6.718497,"[1, 1, 1]","[1, 1]"
15487,The Greatest Game Ever Played,en,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.","['Drama', 'Family']",Sh,['sport'],Bill Paxton,Released,6.9,110,7.538513,"[1, 1]","[1, 1]"
22825,The Box,en,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.","['ScienceFiction', 'Thriller']",Ca,"['experiment', 'homicide', 'key', 'sacrifice', 'research', 'test', 'decision', 'police', 'control', 'stalker', 'murder', 'alien', 'gift', 'conspiracy', 'money', 'scientist', 'violence', 'button', 'stranger', 'box']",Richard Kelly,Released,5.4,597,21.606001,"[1, 1]","[1, 1]"
11152,The Ruins,en,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins","['Drama', 'Horror']",Sh,"['maya civilization', 'carnivorous plant', 'cancún', 'ruins']",Carter Smith,Released,5.6,265,13.715715,"[1, 1]","[1, 1]"
1831,The Next Best Thing,en,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",['Comedy'],Ma,"['gay', 'parents kids relationship', 'custody battle', 'flush', 'yoga', 'single', 'best friend', 'los angeles', 'single father', 'co-parenting']",John Schlesinger,Released,4.3,29,3.707511,[1],"[1, 1]"
43931,My Soul to Take,en,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,"['Drama', 'Horror', 'Mystery', 'Thriller']",Ma,"['soul', 'serial killer', 'slasher', 'teenager', '3d']",Wes Craven,Released,5.2,147,7.001176,"[1, 1, 1, 1]","[1, 1]"
10591,The Girl Next Door,en,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",['Comedy'],Em,"['porn actor', 'pornographic video', 'high school', 'school party', 'blonde', 'girl next door']",Luke Greenfield,Released,6.3,824,39.784026,[1],"[1, 1]"
